"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"3","0.0","0.0","0.0","0.11019459","0.090194866","0.25549194","325.0","Marcher"
"3","-2.135693","9.419077","-0.7901107","0.11019459","0.090194866","0.25549194","344.0","Marcher"
"3","-2.135693","9.419077","-0.7901107","0.007569231","0.40234703","0.15836437","505.0","Marcher"
"3","-2.135693","9.419077","-0.7901107","0.007569231","0.40234703","0.15836437","544.0","Marcher"
"3","-2.135693","9.419077","-0.7901107","0.007569231","0.40234703","0.15836437","544.0","Marcher"
"3","-1.3910737","10.783813","-2.892284","0.007569231","0.40234703","0.15836437","544.0","Marcher"
"3","-0.062251143","9.967366","-3.232271","0.007569231","0.40234703","0.15836437","545.0","Marcher"
"3","-0.28252444","9.553157","-3.0239692","0.007569231","0.40234703","0.15836437","545.0","Marcher"
"3","-0.7877164","9.3831625","-2.4613144","0.007569231","0.40234703","0.15836437","545.0","Marcher"
"3","-0.50040346","9.438231","-1.5754328","0.007569231","0.40234703","0.15836437","545.0","Marcher"
"3","0.46927786","9.210775","-1.3575538","0.007569231","0.40234703","0.15836437","545.0","Marcher"
"3","0.5889916","9.522031","-1.838803","0.007569231","0.40234703","0.15836437","546.0","Marcher"
"3","-0.18914771","9.067119","-1.8459859","0.007569231","0.40234703","0.15836437","546.0","Marcher"
"3","-0.18914771","9.067119","-1.8459859","-0.113382086","0.01994536","0.7692296","688.0","Marcher"
"3","-0.57462597","8.968953","-1.7981004","-0.113382086","0.01994536","0.7692296","748.0","Marcher"
"3","-0.58420306","8.956982","-1.3886794","-0.113382086","0.01994536","0.7692296","749.0","Marcher"
"3","-0.68715686","9.131764","-1.1348863","-0.113382086","0.01994536","0.7692296","750.0","Marcher"
"3","-0.31604427","9.601042","-1.3838909","-0.113382086","0.01994536","0.7692296","752.0","Marcher"
"3","0.07422252","9.890749","-1.786129","-0.113382086","0.01994536","0.7692296","753.0","Marcher"
"3","0.10774237","9.93624","-1.9680939","-0.113382086","0.01994536","0.7692296","754.0","Marcher"
"3","-0.13647367","9.653716","-1.6664152","-0.113382086","0.01994536","0.7692296","755.0","Marcher"
"3","-0.42618093","9.711179","-1.8627458","-0.113382086","0.01994536","0.7692296","756.0","Marcher"
"3","-0.5961744","9.648928","-2.2242813","-0.113382086","0.01994536","0.7692296","757.0","Marcher"
"3","-0.68715686","9.811738","-2.5235655","-0.113382086","0.01994536","0.7692296","759.0","Marcher"
"3","-0.68715686","9.811738","-2.5235655","-0.09872132","-0.12910576","0.7209712","867.0","Marcher"
"3","-0.36392978","10.0368","-2.4996228","-0.09872132","-0.12910576","0.7209712","946.0","Marcher"
"3","-0.8284191","10.106234","-2.49244","-0.09872132","-0.12910576","0.7209712","947.0","Marcher"
"3","-1.6233183","10.312141","-2.3392065","-0.09872132","-0.12910576","0.7209712","948.0","Marcher"
"3","-1.7023294","10.661706","-2.2099156","-0.09872132","-0.12910576","0.7209712","949.0","Marcher"
"3","-2.3272352","10.292988","-2.2985039","-0.09872132","-0.12910576","0.7209712","950.0","Marcher"
"3","-3.9984388","9.90272","-2.7917244","-0.09872132","-0.12910576","0.7209712","952.0","Marcher"
"3","-4.810098","9.763853","-2.2458298","-0.09872132","-0.12910576","0.7209712","953.0","Marcher"
"3","-4.494054","8.8324795","-0.9529214","-0.09872132","-0.12910576","0.7209712","954.0","Marcher"
