"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"2","0.0","0.0","0.0","0.18594187","-0.29098505","0.02336315","305.0","Marcher"
"2","-0.81644773","9.802161","-0.13647367","0.18594187","-0.29098505","0.02336315","354.0","Marcher"
"2","-0.81644773","9.802161","-0.13647367","0.40279904","1.0339817","0.26037887","486.0","Marcher"
"2","-0.81644773","9.802161","-0.13647367","0.40279904","1.0339817","0.26037887","526.0","Marcher"
"2","-0.81644773","9.802161","-0.13647367","0.40279904","1.0339817","0.26037887","528.0","Marcher"
"2","-1.0008069","9.251478","-3.0215747","0.40279904","1.0339817","0.26037887","530.0","Marcher"
"2","-0.052674048","8.628966","-4.6664414","0.40279904","1.0339817","0.26037887","532.0","Marcher"
"2","0.46927786","9.63935","-4.276175","0.40279904","1.0339817","0.26037887","534.0","Marcher"
"2","0.2753416","10.314536","-3.380716","0.40279904","1.0339817","0.26037887","536.0","Marcher"
"2","0.8978531","10.405519","-2.7821474","0.40279904","1.0339817","0.26037887","538.0","Marcher"
"2","1.0822122","10.391152","-2.3870919","0.40279904","1.0339817","0.26037887","540.0","Marcher"
"2","0.7134939","10.206794","-1.6712039","0.40279904","1.0339817","0.26037887","543.0","Marcher"
"2","-0.052674048","9.708784","-1.3168511","0.40279904","1.0339817","0.26037887","545.0","Marcher"
"2","-0.052674048","9.708784","-1.3168511","0.0026823094","0.10913169","0.454634","665.0","Marcher"
"2","-0.7829279","9.340066","-1.802889","0.0026823094","0.10913169","0.454634","730.0","Marcher"
"2","-0.71828246","9.3831625","-2.5642684","0.0026823094","0.10913169","0.454634","737.0","Marcher"
"2","-0.10055954","9.550762","-2.083019","0.0026823094","0.10913169","0.454634","742.0","Marcher"
"2","-0.11013664","9.993703","-0.59378016","0.0026823094","0.10913169","0.454634","747.0","Marcher"
"2","1.1923488","10.187639","-0.90024734","0.0026823094","0.10913169","0.454634","750.0","Marcher"
"2","0.9241901","9.979338","-0.7685622","0.0026823094","0.10913169","0.454634","753.0","Marcher"
"2","1.6065584","9.759064","-1.0654523","0.0026823094","0.10913169","0.454634","757.0","Marcher"
"2","1.2402344","9.75667","-1.333611","0.0026823094","0.10913169","0.454634","760.0","Marcher"
