"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"1","0.0","0.0","0.0","-0.08833661","0.80063117","0.67698896","328.0","Courir"
"1","-2.49244","9.115005","-1.036721","-0.08833661","0.80063117","0.67698896","350.0","Courir"
"1","-2.49244","9.115005","-1.036721","0.10347507","0.26245886","1.5083766","508.0","Courir"
"1","-2.49244","9.115005","-1.036721","0.10347507","0.26245886","1.5083766","549.0","Courir"
"1","-2.49244","9.115005","-1.036721","0.10347507","0.26245886","1.5083766","549.0","Courir"
"1","-1.1516461","8.250671","-1.4652961","0.10347507","0.26245886","1.5083766","549.0","Courir"
"1","-3.2083282","9.39274","-1.462902","0.10347507","0.26245886","1.5083766","549.0","Courir"
"1","-1.8196489","8.458973","-1.2474172","0.10347507","0.26245886","1.5083766","550.0","Courir"
"1","0.009577099","8.336864","-1.8651401","0.10347507","0.26245886","1.5083766","550.0","Courir"
"1","1.462902","9.577099","-2.875524","0.10347507","0.26245886","1.5083766","550.0","Courir"
"1","3.0910087","9.514848","-2.9641123","0.10347507","0.26245886","1.5083766","550.0","Courir"
"1","2.8803127","9.45978","-2.6887705","0.10347507","0.26245886","1.5083766","550.0","Courir"
"1","1.2498114","9.926663","-1.7885233","0.10347507","0.26245886","1.5083766","551.0","Courir"
"1","1.2498114","9.926663","-1.7885233","0.03994509","0.4444967","1.1626269","690.0","Courir"
"1","-0.35674694","11.121407","-1.7573977","0.03994509","0.4444967","1.1626269","751.0","Courir"
"1","3.2394538","13.589904","-3.179597","0.03994509","0.4444967","1.1626269","752.0","Courir"
"1","4.225895","14.538036","-3.8116856","0.03994509","0.4444967","1.1626269","753.0","Courir"
"1","1.4126221","13.288225","-3.7207031","0.03994509","0.4444967","1.1626269","754.0","Courir"
"1","-3.4860642","13.034432","-4.199558","0.03994509","0.4444967","1.1626269","755.0","Courir"
"1","-6.5196104","12.581914","-4.7765784","0.03994509","0.4444967","1.1626269","756.0","Courir"
"1","-6.9122715","11.868421","-3.5985951","0.03994509","0.4444967","1.1626269","757.0","Courir"
"1","-8.626573","8.624178","-1.5754328","0.03994509","0.4444967","1.1626269","758.0","Courir"
"1","-11.209994","6.2921543","-0.08619389","0.03994509","0.4444967","1.1626269","760.0","Courir"
"1","-16.944283","7.5491486","-1.9992194","0.03994509","0.4444967","1.1626269","761.0","Courir"
"1","-16.944283","7.5491486","-1.9992194","0.1645616","-0.6153545","-1.6333034","870.0","Courir"
"1","-14.468603","13.293014","-3.4118416","0.1645616","-0.6153545","-1.6333034","953.0","Courir"
