"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"1","-1.4772675","9.644139","-0.9624985","0.0","0.0","0.0","315.0","Marcher"
"1","-1.4772675","9.644139","-0.9624985","-1.4294247E-4","0.022211673","-0.029040532","316.0","Marcher"
"1","-1.4772675","9.644139","-0.9624985","0.03406551","-0.015661974","-0.07790975","495.0","Marcher"
"1","-1.4772675","9.644139","-0.9624985","0.03406551","-0.015661974","-0.07790975","513.0","Marcher"
"1","-1.4772675","9.644139","-0.9624985","0.03406551","-0.015661974","-0.07790975","514.0","Marcher"
"1","-1.5059988","9.4142885","-0.6440599","0.03406551","-0.015661974","-0.07790975","514.0","Marcher"
"1","-1.5131817","9.385557","-0.5770202","0.03406551","-0.015661974","-0.07790975","514.0","Marcher"
"1","-1.6999351","9.464568","-1.0343267","0.03406551","-0.015661974","-0.07790975","514.0","Marcher"
"1","-1.8411974","9.44302","-0.9074302","0.03406551","-0.015661974","-0.07790975","515.0","Marcher"
"1","-1.7262721","9.347249","-0.53871185","0.03406551","-0.015661974","-0.07790975","515.0","Marcher"
"1","-1.7717633","9.332883","-0.4764607","0.03406551","-0.015661974","-0.07790975","515.0","Marcher"
"1","-1.8411974","9.399923","-0.62251145","0.03406551","-0.015661974","-0.07790975","515.0","Marcher"
"1","-1.9633054","9.660899","-0.6440599","0.03406551","-0.015661974","-0.07790975","515.0","Marcher"
"1","-1.9633054","9.660899","-0.6440599","0.13669087","-0.0468161","0.016774358","677.0","Marcher"
"1","-1.6759924","9.545974","-1.0989721","0.13669087","-0.0468161","0.016774358","716.0","Marcher"
"1","-1.8220432","9.335278","-0.8739103","0.13669087","-0.0468161","0.016774358","717.0","Marcher"
"1","-1.9489397","9.371192","-0.57462597","0.13669087","-0.0468161","0.016774358","718.0","Marcher"
"1","-1.8579572","9.5244255","-0.86193895","0.13669087","-0.0468161","0.016774358","720.0","Marcher"
"1","-1.324034","9.701602","-0.9074302","0.13669087","-0.0468161","0.016774358","721.0","Marcher"
"1","-1.0032011","9.60583","-0.8547561","0.13669087","-0.0468161","0.016774358","722.0","Marcher"
"1","-0.90024734","9.567522","-0.58420306","0.13669087","-0.0468161","0.016774358","723.0","Marcher"
"1","-0.6703969","9.984126","-1.0295382","0.13669087","-0.0468161","0.016774358","724.0","Marcher"
"1","-1.0822122","9.912297","-1.8100717","0.13669087","-0.0468161","0.016774358","725.0","Marcher"
"1","-1.3671309","9.617802","-0.409421","0.13669087","-0.0468161","0.016774358","726.0","Marcher"
"1","-1.3671309","9.617802","-0.409421","0.13669087","0.044813685","0.32648304","857.0","Marcher"
"1","-1.3551595","9.909904","0.031125572","0.13669087","0.044813685","0.32648304","918.0","Marcher"
"1","-1.0582695","9.416683","-0.047885496","0.13669087","0.044813685","0.32648304","919.0","Marcher"
"1","-1.4054393","8.942616","-1.0032011","0.13669087","0.044813685","0.32648304","921.0","Marcher"
"1","-1.4868447","9.136553","-2.083019","0.13669087","0.044813685","0.32648304","922.0","Marcher"
"1","-0.8739103","8.964165","-2.5834224","0.13669087","0.044813685","0.32648304","923.0","Marcher"
"1","-1.1133378","9.486116","-2.4637089","0.13669087","0.044813685","0.32648304","924.0","Marcher"
"1","-1.4868447","9.730332","-2.3966691","0.13669087","0.044813685","0.32648304","925.0","Marcher"
"1","-2.0925963","9.644139","-3.2298768","0.13669087","0.044813685","0.32648304","926.0","Marcher"
"1","-1.7238779","9.5483675","-4.166038","0.13669087","0.044813685","0.32648304","927.0","Marcher"
"1","-0.9768641","9.27542","-3.9146392","0.13669087","0.044813685","0.32648304","928.0","Marcher"
"1","-0.9768641","9.27542","-3.9146392","0.035287242","0.15843461","0.2763921","1037.0","Marcher"
"1","-0.59378016","9.818921","-2.796513","0.035287242","0.15843461","0.2763921","1116.0","Marcher"
"1","-0.0023942748","10.084685","-1.9297855","0.035287242","0.15843461","0.2763921","1117.0","Marcher"
"1","0.35914123","9.80695","-0.57462597","0.035287242","0.15843461","0.2763921","1118.0","Marcher"
"1","-0.1699935","9.699207","-0.6440599","0.035287242","0.15843461","0.2763921","1120.0","Marcher"
"1","-0.8667275","9.3831625","-1.0510867","0.035287242","0.15843461","0.2763921","1121.0","Marcher"
"1","-0.81644773","9.021627","-1.3551595","0.035287242","0.15843461","0.2763921","1122.0","Marcher"
"1","-1.0319325","9.064724","-1.5634614","0.035287242","0.15843461","0.2763921","1123.0","Marcher"
"1","-1.5897985","9.021627","-1.4054393","0.035287242","0.15843461","0.2763921","1124.0","Marcher"
"1","-1.2737542","9.069513","-1.4557191","0.035287242","0.15843461","0.2763921","1125.0","Marcher"
"1","-0.9385557","9.273026","-2.3918805","0.035287242","0.15843461","0.2763921","1126.0","Marcher"
"1","-0.9385557","9.273026","-2.3918805","-0.04046005","0.033207245","0.46148425","1217.0","Marcher"
"1","-1.0319325","9.148524","-2.19555","-0.04046005","0.033207245","0.46148425","1316.0","Marcher"
"1","-0.44294083","9.378374","-1.5562786","-0.04046005","0.033207245","0.46148425","1317.0","Marcher"
"1","1.0702409","9.859624","-2.056682","-0.04046005","0.033207245","0.46148425","1318.0","Marcher"
"1","1.6257126","9.732727","-2.473286","-0.04046005","0.033207245","0.46148425","1319.0","Marcher"
"1","0.8092649","9.378374","-1.9130256","-0.04046005","0.033207245","0.46148425","1321.0","Marcher"
"1","0.6560313","9.4932995","-2.1093562","-0.04046005","0.033207245","0.46148425","1322.0","Marcher"
"1","0.749408","9.586677","-1.9393626","-0.04046005","0.033207245","0.46148425","1323.0","Marcher"
"1","0.5602603","9.960183","-1.8699286","-0.04046005","0.033207245","0.46148425","1324.0","Marcher"
"1","0.2681588","10.065532","-2.1907616","-0.04046005","0.033207245","0.46148425","1325.0","Marcher"
"1","0.14365649","11.025636","-2.578634","-0.04046005","0.033207245","0.46148425","1326.0","Marcher"
"1","0.14365649","11.025636","-2.578634","-0.18279165","0.19386481","0.6154223","1396.0","Marcher"
"1","-0.34477556","11.260275","-2.073442","-0.18279165","0.19386481","0.6154223","1518.0","Marcher"
"1","-1.2761484","11.169292","-2.004008","-0.18279165","0.19386481","0.6154223","1519.0","Marcher"
"1","-2.4277947","11.119012","-1.8483802","-0.18279165","0.19386481","0.6154223","1520.0","Marcher"
"1","-3.1149516","10.896344","-1.4964218","-0.18279165","0.19386481","0.6154223","1521.0","Marcher"
"1","-3.9840732","10.817333","-1.1540405","-0.18279165","0.19386481","0.6154223","1522.0","Marcher"
"1","-4.242655","10.862824","-0.70870537","-0.18279165","0.19386481","0.6154223","1524.0","Marcher"
"1","-3.8045027","9.984126","-0.33519846","-0.18279165","0.19386481","0.6154223","1525.0","Marcher"
"1","-2.7127132","9.380769","1.0151725","-0.18279165","0.19386481","0.6154223","1526.0","Marcher"
"1","-1.3288225","9.093455","0.88109314","-0.18279165","0.19386481","0.6154223","1527.0","Marcher"
"1","-0.36392978","10.134965","-0.6392714","-0.18279165","0.19386481","0.6154223","1528.0","Marcher"
"1","-0.36392978","10.134965","-0.6392714","-0.18095906","0.09001771","-0.8488217","1576.0","Marcher"
"1","0.0047885496","11.351257","-1.6305012","-0.18095906","0.09001771","-0.8488217","1716.0","Marcher"
"1","1.8100717","11.897152","-2.0183737","-0.18095906","0.09001771","-0.8488217","1717.0","Marcher"
"1","2.8683412","11.547587","-2.0064023","-0.18095906","0.09001771","-0.8488217","1718.0","Marcher"
"1","1.3551595","11.63857","-1.5012103","-0.18095906","0.09001771","-0.8488217","1719.0","Marcher"
"1","0.65363705","11.133378","-1.5395187","-0.18095906","0.09001771","-0.8488217","1720.0","Marcher"
"1","-0.05027977","10.168485","-1.4078336","-0.18095906","0.09001771","-0.8488217","1721.0","Marcher"
"1","0.52913475","10.235525","-0.8978531","-0.18095906","0.09001771","-0.8488217","1723.0","Marcher"
"1","1.9489397","9.962578","-0.7996878","-0.18095906","0.09001771","-0.8488217","1724.0","Marcher"
"1","1.9369683","9.232324","-0.818842","-0.18095906","0.09001771","-0.8488217","1725.0","Marcher"
"1","1.3551595","8.789383","-0.6081458","-0.18095906","0.09001771","-0.8488217","1726.0","Marcher"
"1","1.3551595","8.789383","-0.6081458","0.3101766","-0.9515075","-1.4328089","1756.0","Marcher"
"1","0.71588814","8.152506","-0.89545876","0.3101766","-0.9515075","-1.4328089","1916.0","Marcher"
"1","-0.09337672","8.097438","-1.2402344","0.3101766","-0.9515075","-1.4328089","1917.0","Marcher"
"1","-0.85236186","8.150111","-1.1636176","0.3101766","-0.9515075","-1.4328089","1919.0","Marcher"
"1","-1.5993756","7.8388557","-1.1708003","0.3101766","-0.9515075","-1.4328089","1920.0","Marcher"
"1","-2.2242813","7.450983","-0.65842557","0.3101766","-0.9515075","-1.4328089","1921.0","Marcher"
"1","-2.3200524","7.4102807","-0.15562786","0.3101766","-0.9515075","-1.4328089","1922.0","Marcher"
"1","-2.176396","7.190007","0.08619389","0.3101766","-0.9515075","-1.4328089","1924.0","Marcher"
"1","-2.2721667","7.1971903","0.2657645","0.3101766","-0.9515075","-1.4328089","1925.0","Marcher"
"1","-2.8420043","7.8316727","0.18196489","0.3101766","-0.9515075","-1.4328089","1926.0","Marcher"
"1","-3.6392977","8.530801","-0.102953814","0.3101766","-0.9515075","-1.4328089","1927.0","Marcher"
"1","-3.6392977","8.530801","-0.102953814","0.3065114","-0.36629862","-0.842713","1942.0","Marcher"
"1","-4.4485626","8.4781275","0.045491222","0.3065114","-0.36629862","-0.842713","2118.0","Marcher"
"1","-4.4485626","8.4781275","0.045491222","0.03284378","-0.41883305","-0.4096096","2119.0","Marcher"
"1","-5.803722","8.411087","-0.019154198","0.03284378","-0.41883305","-0.4096096","2120.0","Marcher"
"1","-7.9609637","9.225141","0.15083931","0.03284378","-0.41883305","-0.4096096","2122.0","Marcher"
"1","-9.380769","8.942616","0.27055305","0.03284378","-0.41883305","-0.4096096","2123.0","Marcher"
"1","-8.147717","8.775017","-0.08858817","0.03284378","-0.41883305","-0.4096096","2124.0","Marcher"
"1","-5.954561","8.358414","-0.031125572","0.03284378","-0.41883305","-0.4096096","2125.0","Marcher"
"1","-4.98488","9.407105","-0.28252444","0.03284378","-0.41883305","-0.4096096","2126.0","Marcher"
"1","-4.350397","12.26587","-0.75659084","0.03284378","-0.41883305","-0.4096096","2127.0","Marcher"
"1","-0.6344828","13.338505","-1.6879637","0.03284378","-0.41883305","-0.4096096","2129.0","Marcher"
"1","-5.8324533","9.852441","2.5929997","0.03284378","-0.41883305","-0.4096096","2130.0","Marcher"
"1","-5.8324533","9.852441","2.5929997","0.5337533","0.12911308","0.83960986","2297.0","Marcher"
"1","-6.7207294","10.824516","-1.010384","0.5337533","0.12911308","0.83960986","2322.0","Marcher"
"1","-0.31365","10.398335","-1.0079896","0.5337533","0.12911308","0.83960986","2323.0","Marcher"
"1","2.5187771","7.884347","-1.2857256","0.5337533","0.12911308","0.83960986","2324.0","Marcher"
"1","-0.3902668","9.289786","-3.6632404","0.5337533","0.12911308","0.83960986","2326.0","Marcher"
"1","-2.3392065","9.562734","-2.2530127","0.5337533","0.12911308","0.83960986","2327.0","Marcher"
"1","-1.9872481","9.261055","-1.8196489","0.5337533","0.12911308","0.83960986","2328.0","Marcher"
"1","-1.2761484","9.016839","-1.4557191","0.5337533","0.12911308","0.83960986","2330.0","Marcher"
