"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"4","0.0","0.0","0.0","0.021008266","0.17999205","-0.06399058","335.0","Marcher"
"4","0.7829279","9.624985","-0.7446195","0.021008266","0.17999205","-0.06399058","356.0","Marcher"
"4","0.7829279","9.624985","-0.7446195","0.014899614","-0.21890296","0.103997365","516.0","Marcher"
"4","0.7829279","9.624985","-0.7446195","0.014899614","-0.21890296","0.103997365","558.0","Marcher"
"4","0.7829279","9.624985","-0.7446195","0.014899614","-0.21890296","0.103997365","558.0","Marcher"
"4","0.7996878","9.632168","-1.2737542","0.014899614","-0.21890296","0.103997365","559.0","Marcher"
"4","0.9864412","9.4932995","-1.7143008","0.014899614","-0.21890296","0.103997365","559.0","Marcher"
"4","1.2953026","9.435837","-1.7406378","0.014899614","-0.21890296","0.103997365","559.0","Marcher"
"4","1.541913","9.356826","-1.4102279","0.014899614","-0.21890296","0.103997365","559.0","Marcher"
"4","1.6664152","9.428655","-1.2665714","0.014899614","-0.21890296","0.103997365","559.0","Marcher"
"4","1.7382435","9.5483675","-1.2330515","0.014899614","-0.21890296","0.103997365","560.0","Marcher"
"4","1.8866886","9.624985","-1.3096683","0.014899614","-0.21890296","0.103997365","560.0","Marcher"
"4","2.0662591","9.577099","-1.4581133","0.014899614","-0.21890296","0.103997365","560.0","Marcher"
"4","2.0662591","9.577099","-1.4581133","-0.049241237","0.44571844","-0.23503286","697.0","Marcher"
"4","2.1404817","9.344854","-1.3934679","-0.049241237","0.44571844","-0.23503286","758.0","Marcher"
"4","1.8579572","9.289786","-1.2546","-0.049241237","0.44571844","-0.23503286","760.0","Marcher"
"4","1.5299416","9.3280945","-1.2498114","-0.049241237","0.44571844","-0.23503286","761.0","Marcher"
"4","1.3838909","9.555551","-1.0295382","-0.049241237","0.44571844","-0.23503286","762.0","Marcher"
"4","0.9768641","9.624985","-0.69673395","-0.049241237","0.44571844","-0.23503286","763.0","Marcher"
"4","0.63208854","9.950606","-0.5865973","-0.049241237","0.44571844","-0.23503286","764.0","Marcher"
"4","0.5602603","10.08708","-0.45491222","-0.049241237","0.44571844","-0.23503286","765.0","Marcher"
"4","0.5865973","10.060742","-0.36392978","-0.049241237","0.44571844","-0.23503286","767.0","Marcher"
"4","0.59378016","9.924269","-0.36392978","-0.049241237","0.44571844","-0.23503286","768.0","Marcher"
"4","0.46927786","9.835681","-0.22745611","-0.049241237","0.44571844","-0.23503286","769.0","Marcher"
"4","0.46927786","9.835681","-0.22745611","-0.06451287","0.41639692","-0.1372944","877.0","Marcher"
"4","0.045491222","9.70639","-0.1340794","-0.06451287","0.41639692","-0.1372944","958.0","Marcher"
"4","-0.26337022","9.883567","-0.16281068","-0.06451287","0.41639692","-0.1372944","960.0","Marcher"
"4","-0.28970724","9.799767","-0.35674694","-0.06451287","0.41639692","-0.1372944","961.0","Marcher"
"4","-0.32801566","9.488511","-0.29689008","-0.06451287","0.41639692","-0.1372944","962.0","Marcher"
"4","-0.3040729","9.742304","-0.44054657","-0.06451287","0.41639692","-0.1372944","963.0","Marcher"
"4","0.2083019","9.613013","-0.47885495","-0.06451287","0.41639692","-0.1372944","964.0","Marcher"
"4","0.07422252","9.7135725","-0.2753416","-0.06451287","0.41639692","-0.1372944","965.0","Marcher"
"4","0.15323359","9.794978","-0.2849187","-0.06451287","0.41639692","-0.1372944","967.0","Marcher"
"4","0.29928434","9.921875","-0.28013015","-0.06451287","0.41639692","-0.1372944","968.0","Marcher"
"4","0.44054657","9.759064","-0.2777359","-0.06451287","0.41639692","-0.1372944","969.0","Marcher"
"4","0.44054657","9.759064","-0.2777359","-0.033969603","0.13784234","-0.1745572","1057.0","Marcher"
