"userId","dX-acc","dY-acc","dZ-acc","dX-gyr","dY-gyr","dZ-gyr","time","activityType"
"3","0.0","0.0","0.0","0.07048835","0.106077366","0.06551286","310.0","Courir"
"3","-0.038308397","9.342461","-0.9194015","0.07048835","0.106077366","0.06551286","332.0","Courir"
"3","-0.038308397","9.342461","-0.9194015","0.09309036","-0.21645948","0.052684683","491.0","Courir"
"3","-0.038308397","9.342461","-0.9194015","0.09309036","-0.21645948","0.052684683","530.0","Courir"
"3","-0.038308397","9.342461","-0.9194015","0.09309036","-0.21645948","0.052684683","531.0","Courir"
"3","0.30167863","9.699207","-1.8220432","0.09309036","-0.21645948","0.052684683","531.0","Courir"
"3","-0.37111259","10.000886","-1.7909175","0.09309036","-0.21645948","0.052684683","531.0","Courir"
"3","-0.888276","7.6736507","-2.2889266","0.09309036","-0.21645948","0.052684683","532.0","Courir"
"3","1.1037607","9.0838785","-0.7996878","0.09309036","-0.21645948","0.052684683","532.0","Courir"
"3","-1.7406378","7.6736507","0.58420306","0.09309036","-0.21645948","0.052684683","533.0","Courir"
"3","-0.505192","10.4845295","-2.185973","0.09309036","-0.21645948","0.052684683","533.0","Courir"
"3","1.3791022","10.611426","-2.6744049","0.09309036","-0.21645948","0.052684683","533.0","Courir"
"3","1.7813405","6.6608725","-4.5706706","0.09309036","-0.21645948","0.052684683","533.0","Courir"
"3","1.7813405","6.6608725","-4.5706706","-0.063902006","0.028497474","0.0044263294","674.0","Courir"
"3","-0.16759923","9.478934","-0.9984126","-0.063902006","0.028497474","0.0044263294","733.0","Courir"
"3","0.22985038","9.071907","-1.5083932","-0.063902006","0.028497474","0.0044263294","734.0","Courir"
"3","-0.531529","9.320911","-2.4373717","-0.063902006","0.028497474","0.0044263294","735.0","Courir"
"3","-1.8268317","8.935433","-1.1444633","-0.063902006","0.028497474","0.0044263294","736.0","Courir"
"3","-2.3727264","8.777411","-1.8699286","-0.063902006","0.028497474","0.0044263294","737.0","Courir"
"3","-2.7414446","8.616995","-1.6999351","-0.063902006","0.028497474","0.0044263294","739.0","Courir"
"3","-3.2466366","8.528407","-1.4796618","-0.063902006","0.028497474","0.0044263294","740.0","Courir"
"3","-3.502824","8.988108","-1.4796618","-0.063902006","0.028497474","0.0044263294","741.0","Courir"
"3","-3.2777622","9.179649","-1.2689656","-0.063902006","0.028497474","0.0044263294","742.0","Courir"
"3","-3.0359404","9.284998","-1.0678465","-0.063902006","0.028497474","0.0044263294","743.0","Courir"
"3","-3.0359404","9.284998","-1.0678465","-0.3571173","-0.3777279","-1.0169404","852.0","Courir"
"3","-3.1915684","9.500483","-0.5554718","-0.3571173","-0.3777279","-1.0169404","935.0","Courir"
"3","-3.6728175","10.364816","-0.66800267","-0.3571173","-0.3777279","-1.0169404","936.0","Courir"
"3","-4.616162","10.40073","-0.6560313","-0.3571173","-0.3777279","-1.0169404","937.0","Courir"
"3","-4.352792","10.568329","-0.57462597","-0.3571173","-0.3777279","-1.0169404","938.0","Courir"
"3","-3.1388943","10.89395","-0.2849187","-0.3571173","-0.3777279","-1.0169404","939.0","Courir"
"3","-1.9226027","11.176475","0.21787901","-0.3571173","-0.3777279","-1.0169404","940.0","Courir"
"3","-1.5850099","11.509279","0.3423813","-0.3571173","-0.3777279","-1.0169404","942.0","Courir"
